Order Date,Product ID,Product Name,Sales_amount,Quantity,Discount,Profit,Year,Adjusted Quantity
2019-04-05,P005,Product 5,637,9,0.19,103.19,2019,-9223372036854775808
2019-04-06,P005,Product 5,568,9,0.08,104.51,2019,-9223372036854775808
2019-04-07,P005,Product 5,165,9,0.01,32.67,2019,-9223372036854775808
2019-04-08,P005,Product 5,479,9,0.05,91.01,2019,-9223372036854775808
2019-04-09,P005,Product 5,365,9,0.12,64.24,2019,-9223372036854775808
2019-04-10,P005,Product 5,531,9,0.16,89.21,2019,-9223372036854775808
2019-04-11,P005,Product 5,667,9,0.22,104.05,2019,-9223372036854775808
2019-04-12,P005,Product 5,807,9,0.09,146.87,2019,-9223372036854775808
2019-04-13,P005,Product 5,157,9,0.09,28.57,2019,-9223372036854775808
2019-04-14,P005,Product 5,337,9,0.29,47.85,2019,-9223372036854775808
2019-04-15,P005,Product 5,607,9,0.09,110.47,2019,-9223372036854775808
2019-04-16,P005,Product 5,795,9,0.15,135.15,2019,-9223372036854775808
2019-04-17,P005,Product 5,455,9,0.09,82.81,2019,-9223372036854775808
2019-04-18,P005,Product 5,336,9,0.19,54.43,2019,-9223372036854775808
2019-04-19,P005,Product 5,675,9,0.03,130.95,2019,-9223372036854775808
2019-04-20,P005,Product 5,746,9,0.27,108.92,2019,-9223372036854775808
2019-04-21,P005,Product 5,279,9,0.24,42.41,2019,-9223372036854775808
2019-04-22,P005,Product 5,754,9,0.09,137.23,2019,-9223372036854775808
2019-04-23,P005,Product 5,848,9,0.19,137.38,2019,-9223372036854775808
2019-04-24,P005,Product 5,699,9,0.27,102.05,2019,-9223372036854775808
2019-04-25,P005,Product 5,351,9,0.22,54.76,2019,-9223372036854775808
2019-04-26,P005,Product 5,805,9,0.06,151.34,2019,-9223372036854775808
2019-04-27,P005,Product 5,146,9,0.16,24.53,2019,-9223372036854775808
2019-04-28,P005,Product 5,831,9,0.17,137.95,2019,-9223372036854775808
2019-04-29,P005,Product 5,613,9,0.17,101.76,2019,-9223372036854775808
2019-04-30,P005,Product 5,873,9,0.27,127.46,2019,-9223372036854775808
2019-05-01,P005,Product 5,282,14,0.13,49.07,2019,-9223372036854775808
2019-05-02,P005,Product 5,387,14,0.29,54.95,2019,-9223372036854775808
2019-05-03,P005,Product 5,459,14,0.2,73.44,2019,-9223372036854775808
2019-05-04,P005,Product 5,792,14,0.27,115.63,2019,-9223372036854775808
2019-05-05,P005,Product 5,800,14,0.22,124.8,2019,-9223372036854775808
2019-05-06,P005,Product 5,309,14,0.03,59.95,2019,-9223372036854775808
2019-05-07,P005,Product 5,992,14,0.22,154.75,2019,-9223372036854775808
2019-05-08,P005,Product 5,586,14,0.01,116.03,2019,-9223372036854775808
2019-05-09,P005,Product 5,508,14,0.17,84.33,2019,-9223372036854775808
2019-05-10,P005,Product 5,809,14,0.22,126.2,2019,-9223372036854775808
2019-05-11,P005,Product 5,557,14,0.22,86.89,2019,-9223372036854775808
2019-05-12,P005,Product 5,725,14,0.17,120.35,2019,-9223372036854775808
2019-05-13,P005,Product 5,430,14,0.13,74.82,2019,-9223372036854775808
2019-05-14,P005,Product 5,231,14,0.08,42.5,2019,-9223372036854775808
2019-05-15,P005,Product 5,119,14,0.1,21.42,2019,-9223372036854775808
2019-05-16,P005,Product 5,459,14,0.22,71.6,2019,-9223372036854775808
2019-05-17,P005,Product 5,409,14,0.11,72.8,2019,-9223372036854775808
2019-05-18,P005,Product 5,641,14,0.25,96.15,2019,-9223372036854775808
2019-05-19,P005,Product 5,221,14,0.13,38.45,2019,-9223372036854775808
2019-05-20,P005,Product 5,901,14,0.22,140.56,2019,-9223372036854775808
2019-05-21,P005,Product 5,228,14,0.28,32.83,2019,-9223372036854775808
2019-05-22,P005,Product 5,464,14,0.11,82.59,2019,-9223372036854775808
2019-05-23,P005,Product 5,706,14,0.07,131.32,2019,-9223372036854775808
2019-05-24,P005,Product 5,997,14,0.12,175.47,2019,-9223372036854775808
2019-05-25,P005,Product 5,744,14,0.0,148.8,2019,-9223372036854775808
2019-05-26,P005,Product 5,419,14,0.17,69.55,2019,-9223372036854775808
2019-05-27,P005,Product 5,205,14,0.09,37.31,2019,-9223372036854775808
2019-05-28,P005,Product 5,363,14,0.23,55.9,2019,-9223372036854775808
2019-05-29,P005,Product 5,720,14,0.08,132.48,2019,-9223372036854775808
2019-05-30,P005,Product 5,302,14,0.25,45.3,2019,-9223372036854775808
2019-05-31,P005,Product 5,778,14,0.22,121.37,2019,-9223372036854775808
2019-06-01,P005,Product 5,960,20,0.26,142.08,2019,-9223372036854775808
2019-06-02,P005,Product 5,474,20,0.27,69.2,2019,-9223372036854775808
2019-06-03,P005,Product 5,866,20,0.12,152.42,2019,-9223372036854775808
2019-06-04,P005,Product 5,700,20,0.25,105.0,2019,-9223372036854775808
2019-06-05,P005,Product 5,293,20,0.08,53.91,2019,-9223372036854775808
2019-06-06,P005,Product 5,266,20,0.08,48.94,2019,-9223372036854775808
2019-06-07,P005,Product 5,633,20,0.03,122.8,2019,-9223372036854775808
2019-06-08,P005,Product 5,946,20,0.19,153.25,2019,-9223372036854775808
2019-06-09,P005,Product 5,668,20,0.18,109.55,2019,-9223372036854775808
2019-06-10,P005,Product 5,873,20,0.16,146.66,2019,-9223372036854775808
2019-06-11,P005,Product 5,802,20,0.01,158.8,2019,-9223372036854775808
2019-06-12,P005,Product 5,664,20,0.01,131.47,2019,-9223372036854775808
2019-06-13,P005,Product 5,852,20,0.03,165.29,2019,-9223372036854775808
2019-06-14,P005,Product 5,657,20,0.09,119.57,2019,-9223372036854775808
2019-06-15,P005,Product 5,363,20,0.04,69.7,2019,-9223372036854775808
2019-06-16,P005,Product 5,510,20,0.11,90.78,2019,-9223372036854775808
2019-06-17,P005,Product 5,646,20,0.02,126.62,2019,-9223372036854775808
2019-06-18,P005,Product 5,785,20,0.02,153.86,2019,-9223372036854775808
2019-06-19,P005,Product 5,519,20,0.04,99.65,2019,-9223372036854775808
2019-06-20,P005,Product 5,756,20,0.03,146.66,2019,-9223372036854775808
2019-06-21,P005,Product 5,276,20,0.22,43.06,2019,-9223372036854775808
2019-06-22,P005,Product 5,682,20,0.2,109.12,2019,-9223372036854775808
2019-06-23,P005,Product 5,941,20,0.15,159.97,2019,-9223372036854775808
2019-06-24,P005,Product 5,425,20,0.24,64.6,2019,-9223372036854775808
2019-06-25,P005,Product 5,391,20,0.18,64.12,2019,-9223372036854775808
2019-06-26,P005,Product 5,231,20,0.18,37.88,2019,-9223372036854775808
2019-06-27,P005,Product 5,296,20,0.09,53.87,2019,-9223372036854775808
2019-06-28,P005,Product 5,739,20,0.22,115.28,2019,-9223372036854775808
2019-06-29,P005,Product 5,630,20,0.19,102.06,2019,-9223372036854775808
2019-06-30,P005,Product 5,658,20,0.08,121.07,2019,-9223372036854775808
2019-07-01,P005,Product 5,438,25,0.16,73.58,2019,-9223372036854775808
2019-07-02,P005,Product 5,806,25,0.25,120.9,2019,-9223372036854775808
2019-07-03,P005,Product 5,557,25,0.15,94.69,2019,-9223372036854775808
2019-07-04,P005,Product 5,913,25,0.05,173.47,2019,-9223372036854775808
2019-07-05,P005,Product 5,356,25,0.24,54.11,2019,-9223372036854775808
2019-07-06,P005,Product 5,377,25,0.24,57.3,2019,-9223372036854775808
2019-07-07,P005,Product 5,382,25,0.16,64.18,2019,-9223372036854775808
2019-07-08,P005,Product 5,753,25,0.09,137.05,2019,-9223372036854775808
2019-07-09,P005,Product 5,368,25,0.09,66.98,2019,-9223372036854775808
2019-07-10,P005,Product 5,302,25,0.3,42.28,2019,-9223372036854775808
2019-07-11,P005,Product 5,611,25,0.17,101.43,2019,-9223372036854775808
2019-07-12,P005,Product 5,657,25,0.26,97.24,2019,-9223372036854775808
2019-07-13,P005,Product 5,208,25,0.02,40.77,2019,-9223372036854775808
2019-07-14,P005,Product 5,301,25,0.05,57.19,2019,-9223372036854775808
2019-07-15,P005,Product 5,349,25,0.14,60.03,2019,-9223372036854775808
2019-07-16,P005,Product 5,150,25,0.16,25.2,2019,-9223372036854775808
2019-07-17,P005,Product 5,582,25,0.09,105.92,2019,-9223372036854775808
2019-07-18,P005,Product 5,653,25,0.05,124.07,2019,-9223372036854775808
2019-07-19,P005,Product 5,703,25,0.19,113.89,2019,-9223372036854775808
2019-07-20,P005,Product 5,974,25,0.05,185.06,2019,-9223372036854775808
2019-07-21,P005,Product 5,851,25,0.27,124.25,2019,-9223372036854775808
2019-07-22,P005,Product 5,939,25,0.07,174.65,2019,-9223372036854775808
2019-07-23,P005,Product 5,992,25,0.18,162.69,2019,-9223372036854775808
2019-07-24,P005,Product 5,706,25,0.06,132.73,2019,-9223372036854775808
2019-07-25,P005,Product 5,420,25,0.07,78.12,2019,-9223372036854775808
2019-07-26,P005,Product 5,335,25,0.15,56.95,2019,-9223372036854775808
2019-07-27,P005,Product 5,460,25,0.1,82.8,2019,-9223372036854775808
2019-07-28,P005,Product 5,747,25,0.14,128.48,2019,-9223372036854775808
2019-07-29,P005,Product 5,868,25,0.09,157.98,2019,-9223372036854775808
2019-07-30,P005,Product 5,577,25,0.06,108.48,2019,-9223372036854775808
2019-07-31,P005,Product 5,971,25,0.16,163.13,2019,-9223372036854775808
2019-08-01,P005,Product 5,263,30,0.19,42.61,2019,-9223372036854775808
2019-08-02,P005,Product 5,359,30,0.23,55.29,2019,-9223372036854775808
2019-08-03,P005,Product 5,945,30,0.19,153.09,2019,-9223372036854775808
2019-08-04,P005,Product 5,926,30,0.1,166.68,2019,-9223372036854775808
2019-08-05,P005,Product 5,183,30,0.1,32.94,2019,-9223372036854775808
2019-08-06,P005,Product 5,472,30,0.22,73.63,2019,-9223372036854775808
2019-08-07,P005,Product 5,373,30,0.22,58.19,2019,-9223372036854775808
2019-08-08,P005,Product 5,720,30,0.27,105.12,2019,-9223372036854775808
2019-08-09,P005,Product 5,243,30,0.22,37.91,2019,-9223372036854775808
2019-08-10,P005,Product 5,140,30,0.0,28.0,2019,-9223372036854775808
2019-08-11,P005,Product 5,331,30,0.04,63.55,2019,-9223372036854775808
2019-08-12,P005,Product 5,417,30,0.02,81.73,2019,-9223372036854775808
2019-08-13,P005,Product 5,835,30,0.1,150.3,2019,-9223372036854775808
2019-08-14,P005,Product 5,349,30,0.06,65.61,2019,-9223372036854775808
2019-08-15,P005,Product 5,161,30,0.2,25.76,2019,-9223372036854775808
2019-08-16,P005,Product 5,528,30,0.25,79.2,2019,-9223372036854775808
2019-08-17,P005,Product 5,985,30,0.01,195.03,2019,-9223372036854775808
2019-08-18,P005,Product 5,161,30,0.07,29.95,2019,-9223372036854775808
2019-08-19,P005,Product 5,988,30,0.24,150.18,2019,-9223372036854775808
2019-08-20,P005,Product 5,199,30,0.03,38.61,2019,-9223372036854775808
2019-08-21,P005,Product 5,143,30,0.09,26.03,2019,-9223372036854775808
2019-08-22,P005,Product 5,504,30,0.05,95.76,2019,-9223372036854775808
2019-08-23,P005,Product 5,714,30,0.29,101.39,2019,-9223372036854775808
2019-08-24,P005,Product 5,119,30,0.2,19.04,2019,-9223372036854775808
2019-08-25,P005,Product 5,270,30,0.2,43.2,2019,-9223372036854775808
2019-08-26,P005,Product 5,699,30,0.05,132.81,2019,-9223372036854775808
2019-08-27,P005,Product 5,228,30,0.24,34.66,2019,-9223372036854775808
2019-08-28,P005,Product 5,738,30,0.09,134.32,2019,-9223372036854775808
2019-08-29,P005,Product 5,971,30,0.18,159.24,2019,-9223372036854775808
2019-08-30,P005,Product 5,891,30,0.06,167.51,2019,-9223372036854775808
2019-08-31,P005,Product 5,863,30,0.15,146.71,2019,-9223372036854775808
2019-09-01,P005,Product 5,145,31,0.1,26.1,2019,-9223372036854775808
2019-09-02,P005,Product 5,569,31,0.09,103.56,2019,-9223372036854775808
2019-09-03,P005,Product 5,745,31,0.05,141.55,2019,-9223372036854775808
2019-09-04,P005,Product 5,977,31,0.2,156.32,2019,-9223372036854775808
2019-09-05,P005,Product 5,167,31,0.15,28.39,2019,-9223372036854775808
2019-09-06,P005,Product 5,905,31,0.27,132.13,2019,-9223372036854775808
2019-09-07,P005,Product 5,270,31,0.22,42.12,2019,-9223372036854775808
2019-09-08,P005,Product 5,358,31,0.08,65.87,2019,-9223372036854775808
2019-09-09,P005,Product 5,321,31,0.02,62.92,2019,-9223372036854775808
2019-09-10,P005,Product 5,659,31,0.19,106.76,2019,-9223372036854775808
2019-09-11,P005,Product 5,708,31,0.06,133.1,2019,-9223372036854775808
2019-09-12,P005,Product 5,471,31,0.13,81.95,2019,-9223372036854775808
2019-09-13,P005,Product 5,743,31,0.03,144.14,2019,-9223372036854775808
2019-09-14,P005,Product 5,900,31,0.16,151.2,2019,-9223372036854775808
2019-09-15,P005,Product 5,895,31,0.14,153.94,2019,-9223372036854775808
2019-09-16,P005,Product 5,234,31,0.22,36.5,2019,-9223372036854775808
2019-09-17,P005,Product 5,393,31,0.15,66.81,2019,-9223372036854775808
2019-09-18,P005,Product 5,721,31,0.05,136.99,2019,-9223372036854775808
2019-09-19,P005,Product 5,716,31,0.1,128.88,2019,-9223372036854775808
2019-09-20,P005,Product 5,223,31,0.25,33.45,2019,-9223372036854775808
2019-09-21,P005,Product 5,959,31,0.1,172.62,2019,-9223372036854775808
2019-09-22,P005,Product 5,823,31,0.13,143.2,2019,-9223372036854775808
2019-09-23,P005,Product 5,225,31,0.18,36.9,2019,-9223372036854775808
2019-09-24,P005,Product 5,311,31,0.06,58.47,2019,-9223372036854775808
2019-09-25,P005,Product 5,371,31,0.19,60.1,2019,-9223372036854775808
2019-09-26,P005,Product 5,214,31,0.15,36.38,2019,-9223372036854775808
2019-09-27,P005,Product 5,542,31,0.21,85.64,2019,-9223372036854775808
2019-09-28,P005,Product 5,324,31,0.18,53.14,2019,-9223372036854775808
2019-09-29,P005,Product 5,351,31,0.27,51.25,2019,-9223372036854775808
2019-09-30,P005,Product 5,570,31,0.27,83.22,2019,-9223372036854775808
2019-10-01,P005,Product 5,648,30,0.14,111.46,2019,-9223372036854775808
2019-10-02,P005,Product 5,214,30,0.29,30.39,2019,-9223372036854775808
2019-10-03,P005,Product 5,321,30,0.28,46.22,2019,-9223372036854775808
2019-10-04,P005,Product 5,642,30,0.23,98.87,2019,-9223372036854775808
2019-10-05,P005,Product 5,281,30,0.17,46.65,2019,-9223372036854775808
2019-10-06,P005,Product 5,455,30,0.19,73.71,2019,-9223372036854775808
2019-10-07,P005,Product 5,343,30,0.01,67.91,2019,-9223372036854775808
2019-10-08,P005,Product 5,604,30,0.03,117.18,2019,-9223372036854775808
2019-10-09,P005,Product 5,291,30,0.15,49.47,2019,-9223372036854775808
2019-10-10,P005,Product 5,450,30,0.04,86.4,2019,-9223372036854775808
2019-10-11,P005,Product 5,567,30,0.05,107.73,2019,-9223372036854775808
2019-10-12,P005,Product 5,821,30,0.18,134.64,2019,-9223372036854775808
2019-10-13,P005,Product 5,498,30,0.29,70.72,2019,-9223372036854775808
2019-10-14,P005,Product 5,939,30,0.17,155.87,2019,-9223372036854775808
2019-10-15,P005,Product 5,201,30,0.01,39.8,2019,-9223372036854775808
2019-10-16,P005,Product 5,476,30,0.15,80.92,2019,-9223372036854775808
2019-10-17,P005,Product 5,591,30,0.27,86.29,2019,-9223372036854775808
2019-10-18,P005,Product 5,800,30,0.11,142.4,2019,-9223372036854775808
2019-10-19,P005,Product 5,878,30,0.0,175.6,2019,-9223372036854775808
2019-10-20,P005,Product 5,619,30,0.27,90.37,2019,-9223372036854775808
2019-10-21,P005,Product 5,686,30,0.25,102.9,2019,-9223372036854775808
2019-10-22,P005,Product 5,193,30,0.1,34.74,2019,-9223372036854775808
2019-10-23,P005,Product 5,737,30,0.21,116.45,2019,-9223372036854775808
2019-10-24,P005,Product 5,565,30,0.18,92.66,2019,-9223372036854775808
2019-10-25,P005,Product 5,696,30,0.09,126.67,2019,-9223372036854775808
2019-10-26,P005,Product 5,294,30,0.28,42.34,2019,-9223372036854775808
2019-10-27,P005,Product 5,407,30,0.15,69.19,2019,-9223372036854775808
2019-10-28,P005,Product 5,407,30,0.19,65.93,2019,-9223372036854775808
2019-10-29,P005,Product 5,691,30,0.22,107.8,2019,-9223372036854775808
2019-10-30,P005,Product 5,594,30,0.03,115.24,2019,-9223372036854775808
2019-10-31,P005,Product 5,407,30,0.29,57.79,2019,-9223372036854775808
2019-11-01,P005,Product 5,677,26,0.03,131.34,2019,-9223372036854775808
2019-11-02,P005,Product 5,513,26,0.11,91.31,2019,-9223372036854775808
2019-11-03,P005,Product 5,300,26,0.04,57.6,2019,-9223372036854775808
2019-11-04,P005,Product 5,296,26,0.07,55.06,2019,-9223372036854775808
2019-11-05,P005,Product 5,872,26,0.16,146.5,2019,-9223372036854775808
2019-11-06,P005,Product 5,347,26,0.24,52.74,2019,-9223372036854775808
2019-11-07,P005,Product 5,740,26,0.11,131.72,2019,-9223372036854775808
2019-11-08,P005,Product 5,722,26,0.13,125.63,2019,-9223372036854775808
2019-11-09,P005,Product 5,529,26,0.03,102.63,2019,-9223372036854775808
2019-11-10,P005,Product 5,390,26,0.03,75.66,2019,-9223372036854775808
2019-11-11,P005,Product 5,742,26,0.26,109.82,2019,-9223372036854775808
2019-11-12,P005,Product 5,483,26,0.3,67.62,2019,-9223372036854775808
2019-11-13,P005,Product 5,189,26,0.28,27.22,2019,-9223372036854775808
2019-11-14,P005,Product 5,727,26,0.26,107.6,2019,-9223372036854775808
2019-11-15,P005,Product 5,242,26,0.27,35.33,2019,-9223372036854775808
2019-11-16,P005,Product 5,893,26,0.0,178.6,2019,-9223372036854775808
2019-11-17,P005,Product 5,552,26,0.27,80.59,2019,-9223372036854775808
2019-11-18,P005,Product 5,564,26,0.3,78.96,2019,-9223372036854775808
2019-11-19,P005,Product 5,761,26,0.1,136.98,2019,-9223372036854775808
2019-11-20,P005,Product 5,766,26,0.19,124.09,2019,-9223372036854775808
2019-11-21,P005,Product 5,797,26,0.03,154.62,2019,-9223372036854775808
2019-11-22,P005,Product 5,187,26,0.12,32.91,2019,-9223372036854775808
2019-11-23,P005,Product 5,201,26,0.21,31.76,2019,-9223372036854775808
2019-11-24,P005,Product 5,787,26,0.14,135.36,2019,-9223372036854775808
2019-11-25,P005,Product 5,306,26,0.19,49.57,2019,-9223372036854775808
2019-11-26,P005,Product 5,957,26,0.17,158.86,2019,-9223372036854775808
2019-11-27,P005,Product 5,577,26,0.29,81.93,2019,-9223372036854775808
2019-11-28,P005,Product 5,470,26,0.18,77.08,2019,-9223372036854775808
2019-11-29,P005,Product 5,124,26,0.03,24.06,2019,-9223372036854775808
2019-11-30,P005,Product 5,537,26,0.2,85.92,2019,-9223372036854775808
2019-12-01,P005,Product 5,853,21,0.26,126.24,2019,-9223372036854775808
2019-12-02,P005,Product 5,647,21,0.28,93.17,2019,-9223372036854775808
2019-12-03,P005,Product 5,250,21,0.22,39.0,2019,-9223372036854775808
2019-12-04,P005,Product 5,605,21,0.28,87.12,2019,-9223372036854775808
2019-12-05,P005,Product 5,859,21,0.28,123.7,2019,-9223372036854775808
2019-12-06,P005,Product 5,698,21,0.0,139.6,2019,-9223372036854775808
2019-12-07,P005,Product 5,371,21,0.06,69.75,2019,-9223372036854775808
2019-12-08,P005,Product 5,142,21,0.16,23.86,2019,-9223372036854775808
2019-12-09,P005,Product 5,184,21,0.0,36.8,2019,-9223372036854775808
2019-12-10,P005,Product 5,394,21,0.11,70.13,2019,-9223372036854775808
2019-12-11,P005,Product 5,398,21,0.16,66.86,2019,-9223372036854775808
2019-12-12,P005,Product 5,875,21,0.27,127.75,2019,-9223372036854775808
2019-12-13,P005,Product 5,104,21,0.14,17.89,2019,-9223372036854775808
2019-12-14,P005,Product 5,606,21,0.15,103.02,2019,-9223372036854775808
2019-12-15,P005,Product 5,409,21,0.23,62.99,2019,-9223372036854775808
2019-12-16,P005,Product 5,723,21,0.09,131.59,2019,-9223372036854775808
2019-12-17,P005,Product 5,920,21,0.27,134.32,2019,-9223372036854775808
2019-12-18,P005,Product 5,781,21,0.19,126.52,2019,-9223372036854775808
2019-12-19,P005,Product 5,366,21,0.19,59.29,2019,-9223372036854775808
2019-12-20,P005,Product 5,281,21,0.15,47.77,2019,-9223372036854775808
2019-12-21,P005,Product 5,816,21,0.05,155.04,2019,-9223372036854775808
2019-12-22,P005,Product 5,856,21,0.0,171.2,2019,-9223372036854775808
2019-12-23,P005,Product 5,284,21,0.19,46.01,2019,-9223372036854775808
2019-12-24,P005,Product 5,653,21,0.21,103.17,2019,-9223372036854775808
2019-12-25,P005,Product 5,307,21,0.02,60.17,2019,-9223372036854775808
2019-12-26,P005,Product 5,206,21,0.28,29.66,2019,-9223372036854775808
2019-12-27,P005,Product 5,939,21,0.03,182.17,2019,-9223372036854775808
2019-12-28,P005,Product 5,792,21,0.01,156.82,2019,-9223372036854775808
2019-12-29,P005,Product 5,837,21,0.17,138.94,2019,-9223372036854775808
2019-12-30,P005,Product 5,426,21,0.06,80.09,2019,-9223372036854775808
2019-12-31,P005,Product 5,985,21,0.09,179.27,2019,-9223372036854775808
2020-01-01,P005,Product 5,589,12,0.18,96.6,2020,-9223372036854775808
2020-01-02,P005,Product 5,251,12,0.12,44.18,2020,-9223372036854775808
2020-01-03,P005,Product 5,871,12,0.16,146.33,2020,-9223372036854775808
2020-01-04,P005,Product 5,735,12,0.29,104.37,2020,-9223372036854775808
2020-01-05,P005,Product 5,418,12,0.11,74.4,2020,-9223372036854775808
2020-01-06,P005,Product 5,461,12,0.04,88.51,2020,-9223372036854775808
2020-01-07,P005,Product 5,297,12,0.18,48.71,2020,-9223372036854775808
2020-01-08,P005,Product 5,316,12,0.22,49.3,2020,-9223372036854775808
2020-01-09,P005,Product 5,991,12,0.07,184.33,2020,-9223372036854775808
2020-01-10,P005,Product 5,150,12,0.08,27.6,2020,-9223372036854775808
2020-01-11,P005,Product 5,386,12,0.0,77.2,2020,-9223372036854775808
2020-01-12,P005,Product 5,783,12,0.26,115.88,2020,-9223372036854775808
2020-01-13,P005,Product 5,508,12,0.17,84.33,2020,-9223372036854775808
2020-01-14,P005,Product 5,803,12,0.07,149.36,2020,-9223372036854775808
2020-01-15,P005,Product 5,670,12,0.1,120.6,2020,-9223372036854775808
2020-01-16,P005,Product 5,761,12,0.11,135.46,2020,-9223372036854775808
2020-01-17,P005,Product 5,938,12,0.22,146.33,2020,-9223372036854775808
2020-01-18,P005,Product 5,752,12,0.19,121.82,2020,-9223372036854775808
2020-01-19,P005,Product 5,788,12,0.2,126.08,2020,-9223372036854775808
2020-01-20,P005,Product 5,590,12,0.04,113.28,2020,-9223372036854775808
2020-01-21,P005,Product 5,324,12,0.14,55.73,2020,-9223372036854775808
2020-01-22,P005,Product 5,625,12,0.08,115.0,2020,-9223372036854775808
2020-01-23,P005,Product 5,426,12,0.18,69.86,2020,-9223372036854775808
2020-01-24,P005,Product 5,327,12,0.19,52.97,2020,-9223372036854775808
2020-01-25,P005,Product 5,339,12,0.05,64.41,2020,-9223372036854775808
2020-01-26,P005,Product 5,283,12,0.06,53.2,2020,-9223372036854775808
2020-01-27,P005,Product 5,913,12,0.26,135.12,2020,-9223372036854775808
2020-01-28,P005,Product 5,118,12,0.27,17.23,2020,-9223372036854775808
2020-01-29,P005,Product 5,600,12,0.25,90.0,2020,-9223372036854775808
2020-01-30,P005,Product 5,803,12,0.0,160.6,2020,-9223372036854775808
2020-01-31,P005,Product 5,906,12,0.08,166.7,2020,-9223372036854775808
2020-02-01,P005,Product 5,579,9,0.19,93.8,2020,-9223372036854775808
2020-02-02,P005,Product 5,405,9,0.18,66.42,2020,-9223372036854775808
2020-02-03,P005,Product 5,238,9,0.24,36.18,2020,-9223372036854775808
2020-02-04,P005,Product 5,554,9,0.2,88.64,2020,-9223372036854775808
2020-02-05,P005,Product 5,754,9,0.21,119.13,2020,-9223372036854775808
2020-02-06,P005,Product 5,220,9,0.17,36.52,2020,-9223372036854775808
2020-02-07,P005,Product 5,501,9,0.28,72.14,2020,-9223372036854775808
2020-02-08,P005,Product 5,757,9,0.02,148.37,2020,-9223372036854775808
2020-02-09,P005,Product 5,574,9,0.17,95.28,2020,-9223372036854775808
2020-02-10,P005,Product 5,729,9,0.2,116.64,2020,-9223372036854775808
2020-02-11,P005,Product 5,387,9,0.1,69.66,2020,-9223372036854775808
2020-02-12,P005,Product 5,751,9,0.24,114.15,2020,-9223372036854775808
2020-02-13,P005,Product 5,595,9,0.23,91.63,2020,-9223372036854775808
2020-02-14,P005,Product 5,784,9,0.15,133.28,2020,-9223372036854775808
2020-02-15,P005,Product 5,985,9,0.07,183.21,2020,-9223372036854775808
2020-02-16,P005,Product 5,456,9,0.09,82.99,2020,-9223372036854775808
2020-02-17,P005,Product 5,813,9,0.16,136.58,2020,-9223372036854775808
2020-02-18,P005,Product 5,943,9,0.28,135.79,2020,-9223372036854775808
2020-02-19,P005,Product 5,972,9,0.12,171.07,2020,-9223372036854775808
2020-02-20,P005,Product 5,708,9,0.15,120.36,2020,-9223372036854775808
2020-02-21,P005,Product 5,594,9,0.02,116.42,2020,-9223372036854775808
2020-02-22,P005,Product 5,501,9,0.06,94.19,2020,-9223372036854775808
2020-02-23,P005,Product 5,843,9,0.11,150.05,2020,-9223372036854775808
2020-02-24,P005,Product 5,654,9,0.16,109.87,2020,-9223372036854775808
2020-02-25,P005,Product 5,935,9,0.23,143.99,2020,-9223372036854775808
2020-02-26,P005,Product 5,525,9,0.14,90.3,2020,-9223372036854775808
2020-02-27,P005,Product 5,706,9,0.29,100.25,2020,-9223372036854775808
2020-02-28,P005,Product 5,344,9,0.09,62.61,2020,-9223372036854775808
2020-02-29,P005,Product 5,644,9,0.19,104.33,2020,-9223372036854775808
2020-03-01,P005,Product 5,361,8,0.04,69.31,2020,-9223372036854775808
2020-03-02,P005,Product 5,126,8,0.29,17.89,2020,-9223372036854775808
2020-03-03,P005,Product 5,727,8,0.04,139.58,2020,-9223372036854775808
2020-03-04,P005,Product 5,877,8,0.09,159.61,2020,-9223372036854775808
2020-03-05,P005,Product 5,317,8,0.0,63.4,2020,-9223372036854775808
2020-03-06,P005,Product 5,660,8,0.14,113.52,2020,-9223372036854775808
2020-03-07,P005,Product 5,279,8,0.23,42.97,2020,-9223372036854775808
2020-03-08,P005,Product 5,325,8,0.13,56.55,2020,-9223372036854775808
2020-03-09,P005,Product 5,506,8,0.05,96.14,2020,-9223372036854775808
2020-03-10,P005,Product 5,678,8,0.25,101.7,2020,-9223372036854775808
2020-03-11,P005,Product 5,182,8,0.02,35.67,2020,-9223372036854775808
2020-03-12,P005,Product 5,184,8,0.03,35.7,2020,-9223372036854775808
2020-03-13,P005,Product 5,700,8,0.17,116.2,2020,-9223372036854775808
2020-03-14,P005,Product 5,388,8,0.07,72.17,2020,-9223372036854775808
2020-03-15,P005,Product 5,600,8,0.21,94.8,2020,-9223372036854775808
2020-03-16,P005,Product 5,115,8,0.3,16.1,2020,-9223372036854775808
2020-03-17,P005,Product 5,824,8,0.03,159.86,2020,-9223372036854775808
2020-03-18,P005,Product 5,413,8,0.26,61.12,2020,-9223372036854775808
2020-03-19,P005,Product 5,198,8,0.15,33.66,2020,-9223372036854775808
2020-03-20,P005,Product 5,780,8,0.29,110.76,2020,-9223372036854775808
2020-03-21,P005,Product 5,403,8,0.04,77.38,2020,-9223372036854775808
2020-03-22,P005,Product 5,338,8,0.04,64.9,2020,-9223372036854775808
2020-03-23,P005,Product 5,426,8,0.13,74.12,2020,-9223372036854775808
2020-03-24,P005,Product 5,599,8,0.13,104.23,2020,-9223372036854775808
2020-03-25,P005,Product 5,505,8,0.23,77.77,2020,-9223372036854775808
2020-03-26,P005,Product 5,563,8,0.22,87.83,2020,-9223372036854775808
